reward
-1448.0220366140593
-1409.0600445911132
-1369.0057735040557
-1340.4979223652115
-1340.8942628600792
-1271.3049668120477
-1305.1476984331946
-1263.5101731734812
-1289.9622984559344
-1282.3727559902065
-1257.4655391410338
-1269.4143668206345
-1224.0146285599378
-1254.7228705518269
-1253.656770373229
-1289.5852292454888
-1238.1337103945543
-1253.4422696209285
-1227.3288193338535
-1247.4031673840145
-1195.23894666579
-1218.1577072972661
-1162.848733460272
-1213.46000619264
-1213.9104918475284
-1176.5242866994888
-1191.1816095186794
-1228.1489964827417
-1194.697224442789
-1238.268857272195
-1138.610701927951
-1168.3449926389012
-1177.3307974731538
-1172.7695870263776
-1224.403601783556
-1189.7961544216319
-1185.578207262779
-1181.4494260548252
-1158.049960539958
-1144.1572428777104
-1157.1841694844927
-1149.3493770248074
-1208.6980122831183
-1251.1630999432482
-1234.1693677567537
-1144.2848397747614
-1179.765084876242
-1178.726592154715
-1121.797456899165
-1113.0160880372187
-1152.0214714302635
-1094.3189865554125
-1131.6009256650636
-1169.9395168487567
-1104.945852110507
-1092.039490767029
-1126.7693077652339
-1116.5572187637852
-1094.4154489021455
-1097.6312110235945
-1135.4347488192334
-1126.5775719733406
-1114.5335321384298
-1093.7400274438796
-1102.1146813700127
-1087.6562866364586
-1068.6194384316814
-1040.923137355778
-1120.6204785604561
-1143.2292890406816
-1082.2747987250466
-1164.2504610283584
-1117.3154678498101
-1103.9674882560594
-1085.5182854129744
-1105.290746141025
-1087.134372422518
-1091.734672945231
-1032.906450892942
-1076.626937798726
-1089.3198751421567
-1173.3193785572887
-1132.0515048904865
-1114.3401263068556
-1095.1193550108974
-1076.9157385816188
-1128.449279028193
-1145.510708931992
-1092.2535890507309
-1100.8209967086952
-1065.9040452335946
-1138.9287955548648
-1172.5522579909054
-1084.4506208092855
-1038.362995632539
-1094.1142040818656
-1104.7756459707111
-1095.3255971171552
-1092.0413677548092
-1105.1144118456862
-1056.7523287569138
-1114.0214756383452
-1065.8258474778943
-1101.5381963212678
-1067.675796071241
-1077.0385685397437
-1073.9226321654967
-1083.2771517386177
-1133.6563193523832
-1041.5407302276985
-1107.8180888373324
-1073.6664298988042
-1066.938349430381
-1108.9659131649064
-1084.9862594963745
-1076.5061718118873
-1103.341058839391
-1003.3422801498725
-1035.5832706715198
-1050.7010870606782
-1097.9909731534358
-1120.8806933871438
-1108.693012272774
-1099.9019469655273
-1130.2445178315984
-1119.2418246190798
-1071.7974403963467
-1038.2329149846128
-1133.9562034860212
-1034.0236880098985
-1043.699967105068
-1048.9434734043637
-1099.8837397522166
-1079.9345630500723
-1056.259808992368
-1088.3530115390197
-1107.907878894928
-1052.615622505571
-1061.9673029824269
-1117.0376893741532
-1087.2380844180614
-1051.9068376324221
-1067.27303793511
-1065.4092581051927
-1116.0555072335533
-1056.825815071667
-1081.3305441454897
-1023.2683907138968
-1039.7264606495262
-1053.3748742958867
-1074.39551450772
-1092.9063513699016
-1095.9238228730906
-1046.8146123455126
-1077.0622071393773
-1086.0753975008424
-1068.2269522452968
-1115.7347307554414
-1045.7165737004646
-1099.3721491813042
-1118.7037605594614
-1065.7084059274684
-1117.492112267441
-1075.7189763490426
-1097.6689366917144
-985.9770480451672
-1136.003966608528
-1044.680715771912
-1112.0296640560928
-1097.9496026612696
-1136.7148699769944
-1126.3051624553318
-1075.9845602944426
-1103.767918116142
-1068.4482696202297
-1077.6501571829183
-1068.0825308474405
-1126.34390175106
-1073.5769382660678
-1099.9988069360866
-1063.183410688066
-1058.158895375465
-1086.7029055165299
-1111.7225566774498
-1082.1348844153097
-1112.217085645557
-1098.5226655922695
-1098.2471585872513
-1091.345285818039
-1129.4324964068658
-1085.2960987845738
-1008.0362615532554
-1144.5390833361619
-1053.612113096197
-1097.0237799781669
-1124.1977785990716
-1052.1386995926944
-1065.392530526792
-1033.546413631349
-1094.6070488387813
