reward
-1442.055258418983
-1385.8043989082805
-1344.1989334647387
-1317.5497277730376
-1281.249056586602
-1261.7935386857603
-1265.9837782855589
-1291.5231814740876
-1226.5310882454417
-1217.8356019854791
-1179.759367017215
-1183.9234954290919
-1141.7579205980899
-1126.95640646372
-1141.4403411582302
-1089.4958855512334
-1088.86156566786
-1056.117137821233
-1063.9696606170075
-1054.4095980909199
-1042.996002381174
-1016.5129672592187
-1053.7857450985714
-1019.7239796346768
-1021.2297473274268
-1020.6759199561035
-1018.7157049549689
-1036.2646313096072
-1007.6851407578484
-995.1896869266001
-1001.0937125117196
-1037.4276150484661
-1030.557981504144
-1030.5495709081451
-1054.5003330151678
-1024.9067141160558
-977.2372723897248
-1009.01940068696
-989.3863078613767
-1030.838998689141
-1007.788780526422
-1024.6892867889535
-1011.1880069740898
-1012.9130122557622
-1002.3440131479573
-1042.673720579066
-958.7950567220597
-1004.4617027095079
-1023.3391935092288
-1003.3246897458852
-1009.7467353102293
-1011.4625460726556
-1015.2657322859499
-984.0334061709659
-1013.1734976171143
-976.2026751892552
-1036.501331961266
-986.3610042340173
-995.6165097816653
-1002.441125574552
-987.9680492048167
-970.3374474711048
-974.612578211054
-990.3095011013548
-988.4726810501982
-990.9408936205398
-983.7945203246675
-991.4427538781392
-993.3631417802313
-980.5356068564496
-954.8368145184534
-1008.370732911556
-1011.4435386329097
-981.8536192514634
-991.6691113936977
-982.7305805941636
-984.311722253127
-1002.9164045072882
-996.0423463243549
-988.1819460936081
-968.6157375534597
-966.049197026719
-1003.5111133477498
-990.9957658060652
-990.7225657357329
-1003.5247295223304
-983.2394533827945
-1027.2786773076277
-985.095318559421
-1015.0458572793193
-999.0375562234925
-986.2583295692084
-961.7604554347797
-991.791514031208
-985.4775888660678
-1004.7253537578085
-989.4020047074931
-969.4588823210537
-993.1142021242542
-983.0685464946466
-1006.3936107830407
-984.1204803898205
-1012.9937093838482
-1002.8583647499156
-975.3681018023051
-987.3346238585897
-992.4206081756137
-1002.5455973599762
-978.4357580155431
-994.7673464677852
-1008.2132126667201
-994.8535507740003
-982.1613563943417
-1001.4746932250677
-1005.4654162436406
-966.8148112596342
-976.8617888768176
-971.5087042397228
-982.3614144328454
-1025.5242160808446
-986.5757362674126
-1010.3581852873745
-1007.4142432936607
-1021.3865207446064
-987.642481458492
-965.6208610737247
-1008.282825353035
-988.931135767012
-976.7806870989235
-1009.628800600467
-978.3849623581823
-1003.7969079253547
-996.0297752793443
-975.9829319812854
-993.1495421067567
-992.7036345569683
-1014.0601772303728
-974.3197518142136
-995.5706670884376
-972.3601076716902
-976.8218958851113
-1001.6615714155714
-1015.321836497174
-993.7048020540506
-998.1028974893948
-968.1389700735352
-990.494776060277
-1004.9227801867089
-994.2571810426027
-989.4036289698778
-987.7974723695447
-981.5015611359205
-968.4573564326628
-990.3967898675334
-1015.7819067849234
-1009.8934620102362
-981.1707616244393
-998.4438505920259
-1014.8627955842783
-994.430842880371
-982.9965331798753
-979.5172170983573
-994.7842368170603
-992.3807787665667
-999.9005406355241
-1020.4586920688992
-999.4297852516625
-1035.013499655579
-988.1979794171713
-1001.1041532614854
-986.5320553591754
-987.0167324564462
-978.4553961044573
-1023.1049861614181
-981.909015986226
-1043.2720215511497
-987.3665689297374
-990.8825118622327
-991.5477541890891
-979.2965878875405
-987.416362945522
-965.9252511281119
-972.655737354679
-1011.3681186387465
-1012.6911710924147
-1015.580315321888
-1031.5944237895947
-962.2978162853874
-997.3517588426487
-982.2958134552453
-1002.3355313371812
-972.3995856897944
-996.2950283552052
-979.9141728520385
-1005.0139168751388
-977.5223810914471
-997.1925800692003
-991.26702474751
-977.1142089698774
-965.1626747507124
