reward
-1564.290107330664
-1478.882259952611
-1428.1545174663481
-1380.6747861293125
-1283.916414436068
-1277.1027163254323
-1324.6177359096282
-1273.1128573018523
-1271.841267291427
-1235.8890802683798
-1243.543256453513
-1291.2385467527884
-1285.310245507717
-1282.583425041962
-1203.058000435757
-1270.007292665452
-1223.8068740581975
-1227.2293544635168
-1230.587479953368
-1268.9959349759558
-1283.0909925884962
-1298.2126083538462
-1260.1443963201937
-1222.3577576472337
-1213.6812983997015
-1253.2569286645441
-1251.8850814973766
-1227.5192364214097
-1310.7861409840314
-1244.455967512619
-1231.2177362605735
-1231.880673635157
-1303.3824604246497
-1279.2327304303822
-1308.7172732939755
-1303.7397838229504
-1295.2774482943664
-1313.5923456378782
-1296.2893350985398
-1200.3409538945257
-1306.955102023461
-1230.6237421009737
-1244.025259208415
-1253.9203951778175
-1301.60202360188
-1289.087805106282
-1272.3242193457193
-1268.5708170089529
-1208.8875228815443
-1188.6518742633568
